ACCOUNT_ID,FRAUD_PROBABILITY,PREDICTION,TRUE_LABEL
77531,1.0,1,True
45200,1.0,1,True
44574,1.0,1,True
26748,1.0,1,True
76668,1.0,1,True
5948,1.0,1,True
94971,1.0,1,True
44915,1.0,1,True
44927,1.0,1,True
44932,1.0,1,True
44955,1.0,1,True
27770,1.0,1,True
54951,1.0,1,True
94966,1.0,1,True
94965,1.0,1,True
87593,1.0,1,True
7818,1.0,1,True
16642,1.0,1,True
37472,1.0,1,True
7515,1.0,1,True
95987,1.0,1,True
7593,1.0,1,True
87691,1.0,1,True
45937,1.0,1,True
54470,1.0,1,True
95958,1.0,1,True
36749,1.0,1,True
61625,1.0,1,True
74495,1.0,1,True
4972,1.0,1,True
97821,1.0,1,True
17801,1.0,1,True
57727,1.0,1,True
26675,1.0,1,True
17493,1.0,1,True
71999,1.0,1,True
75989,1.0,1,True
25855,1.0,1,True
86481,1.0,1,True
75935,1.0,1,True
97755,1.0,1,True
6819,1.0,1,True
86516,1.0,1,True
25669,1.0,1,True
25938,1.0,1,True
17570,1.0,1,True
25649,1.0,1,True
86621,1.0,1,True
97725,1.0,1,True
85901,1.0,1,True
86766,1.0,1,True
56995,1.0,1,True
56998,1.0,1,True
75729,1.0,1,True
26435,1.0,1,True
57512,1.0,1,True
57520,1.0,1,True
57580,1.0,1,True
6938,1.0,1,True
55883,1.0,1,True
26672,1.0,1,True
35942,1.0,1,True
96955,1.0,1,True
87839,1.0,1,True
66736,1.0,1,True
74738,1.0,1,True
97968,1.0,1,True
35702,1.0,1,True
46996,1.0,1,True
46999,1.0,1,True
15982,1.0,1,True
35131,1.0,1,True
35913,1.0,1,True
34963,1.0,1,True
64497,1.0,1,True
7970,1.0,1,True
95867,1.0,1,True
34614,1.0,1,True
34538,1.0,1,True
64835,1.0,1,True
34139,1.0,1,True
47845,1.0,1,True
15388,1.0,1,True
97329,1.0,1,True
65948,1.0,1,True
97346,1.0,1,True
15928,1.0,1,True
47945,1.0,1,True
77408,1.0,1,True
15530,1.0,1,True
97377,1.0,1,True
74935,1.0,1,True
95645,1.0,1,True
77532,1.0,1,True
77909,1.0,1,True
97976,1.0,1,True
46762,1.0,1,True
14497,1.0,1,True
46648,1.0,1,True
35883,1.0,1,True
34097,0.99,1,True
56987,0.99,1,True
65983,0.99,1,True
6522,0.99,1,True
16142,0.99,1,True
57255,0.99,1,True
96712,0.99,1,True
26255,0.99,1,True
14984,0.99,1,True
86331,0.99,1,True
26533,0.99,1,True
26597,0.99,1,True
