ACCOUNT_ID,FRAUD_PROBABILITY,PREDICTION,TRUE_LABEL
8306,1.0,1,True
19229,1.0,1,True
59710,1.0,1,True
68267,1.0,1,True
44120,1.0,1,True
19248,1.0,1,True
95665,1.0,1,True
28361,1.0,1,True
69859,1.0,1,True
9836,1.0,1,True
68961,1.0,1,True
81484,1.0,1,True
84619,1.0,1,True
97806,1.0,1,True
40927,1.0,1,True
25464,1.0,1,True
49205,1.0,1,True
64121,1.0,1,True
27509,1.0,1,True
68333,1.0,1,True
58589,1.0,1,True
44602,1.0,1,True
4816,1.0,1,True
54695,1.0,1,True
34614,1.0,1,True
91757,1.0,1,True
47452,1.0,1,True
88976,1.0,1,True
89680,1.0,1,True
64995,1.0,1,True
88880,1.0,1,True
75550,1.0,1,True
14336,1.0,1,True
94734,1.0,1,True
65943,1.0,1,True
67528,1.0,1,True
31944,1.0,1,True
35138,1.0,1,True
28718,1.0,1,True
81466,1.0,1,True
15961,1.0,1,True
69285,1.0,1,True
35621,1.0,1,True
94316,1.0,1,True
61490,1.0,1,True
95405,1.0,1,True
39210,1.0,1,True
64992,1.0,1,True
96807,1.0,1,True
19065,1.0,1,True
95395,1.0,1,True
48911,1.0,1,True
11820,1.0,1,True
70928,1.0,1,True
19551,1.0,1,True
94855,1.0,1,True
14075,1.0,1,True
34521,1.0,1,True
90236,1.0,1,True
94968,1.0,1,True
85251,1.0,1,True
15828,1.0,1,True
19315,1.0,1,True
94923,1.0,1,True
30884,1.0,1,True
74262,1.0,1,True
54976,1.0,1,True
86826,1.0,1,True
48903,1.0,1,True
35722,1.0,1,True
7545,1.0,1,True
61977,1.0,1,True
17547,1.0,1,True
59641,1.0,1,True
9890,1.0,1,True
8868,1.0,1,True
78983,1.0,1,True
38894,1.0,1,True
35998,1.0,1,True
94360,1.0,1,True
59874,1.0,1,True
4454,1.0,1,True
46608,1.0,1,True
4353,1.0,1,True
8823,1.0,1,True
25767,1.0,1,True
6995,1.0,1,True
25241,1.0,1,True
98921,1.0,1,True
41515,1.0,1,True
58929,1.0,1,True
65893,1.0,1,True
14872,1.0,1,True
68595,1.0,1,True
29167,1.0,1,True
56285,1.0,1,True
87702,1.0,1,True
80708,1.0,1,True
15388,1.0,1,True
79737,1.0,1,True
25369,1.0,1,True
91985,1.0,1,True
55954,1.0,1,True
49336,1.0,1,True
65923,1.0,1,True
69691,1.0,1,True
37673,1.0,1,True
8270,1.0,1,True
58982,1.0,1,True
49664,1.0,1,True
48745,1.0,1,True
14997,1.0,1,True
5509,1.0,1,True
8272,1.0,1,True
20851,1.0,1,True
18636,1.0,1,True
28419,1.0,1,True
