ACCOUNT_ID,FRAUD_PROBABILITY,PREDICTION,TRUE_LABEL
5531,1.0,1,True
4452,1.0,1,True
9985,1.0,1,True
7564,1.0,1,True
7537,1.0,1,True
9943,1.0,1,True
7474,1.0,1,True
8527,1.0,1,True
8589,1.0,1,True
8571,1.0,1,True
5877,1.0,1,True
6997,1.0,1,True
8948,1.0,1,True
8499,1.0,1,True
9976,1.0,1,True
2454,1.0,1,True
6089,1.0,1,True
9579,1.0,1,True
7847,1.0,1,True
4814,1.0,1,True
977,1.0,1,True
9806,1.0,1,True
1453,1.0,1,True
9567,1.0,1,True
5989,1.0,1,True
9810,1.0,1,True
9555,1.0,1,True
9464,0.995,1,True
9981,0.995,1,True
3010,0.995,1,True
1433,0.995,1,True
9967,0.995,1,True
9963,0.995,1,True
6455,0.995,1,True
2443,0.995,1,True
4586,0.995,1,True
5509,0.995,1,True
9432,0.995,1,True
9685,0.995,1,True
7932,0.995,1,True
2985,0.995,1,True
7462,0.995,1,True
9890,0.995,1,True
2522,0.995,1,True
5460,0.995,1,True
1595,0.995,1,True
4495,0.995,1,True
9496,0.995,1,True
9912,0.995,1,True
9508,0.995,1,True
7866,0.995,1,True
9971,0.99,1,True
8752,0.99,1,True
6528,0.99,1,True
2536,0.99,1,True
9913,0.99,1,True
4588,0.99,1,True
6538,0.99,1,True
8899,0.99,1,True
5998,0.99,1,True
852,0.99,1,True
7566,0.99,1,True
8131,0.99,1,True
4687,0.99,1,True
5919,0.99,1,True
9962,0.99,1,True
806,0.99,1,True
8629,0.99,1,True
514,0.99,1,True
2570,0.985,1,True
3112,0.985,1,True
986,0.985,1,True
528,0.985,1,True
7768,0.985,1,True
6611,0.985,1,True
9422,0.985,1,True
3128,0.985,1,True
9703,0.985,1,True
8742,0.985,1,True
9454,0.985,1,True
8808,0.985,1,True
8623,0.985,1,True
9932,0.985,1,True
9941,0.985,1,True
9903,0.985,1,True
9999,0.985,1,True
8794,0.985,1,True
8502,0.985,1,True
9975,0.98,1,True
6522,0.98,1,True
7099,0.98,1,True
8641,0.98,1,True
9994,0.98,1,True
7790,0.98,1,True
6482,0.98,1,True
5527,0.98,1,True
1903,0.98,1,True
9768,0.98,1,True
8892,0.98,1,True
7425,0.98,1,True
9697,0.98,1,True
7562,0.98,1,True
2840,0.98,1,True
4144,0.98,1,True
9986,0.98,1,True
4823,0.975,1,True
5824,0.975,1,True
4688,0.975,1,True
1784,0.975,1,True
4407,0.975,1,True
5844,0.975,1,True
4471,0.975,1,True
5878,0.975,1,True
7909,0.975,1,True
2754,0.975,1,True
4651,0.975,1,True
1629,0.975,1,True
5687,0.975,1,True
5729,0.97,1,True
1557,0.97,1,True
9520,0.97,1,True
5452,0.97,1,True
1001,0.97,1,True
9065,0.97,1,True
9699,0.97,1,True
8898,0.97,1,True
5848,0.97,1,True
5836,0.97,1,True
2627,0.97,1,True
845,0.97,1,True
522,0.97,1,True
2459,0.97,1,True
8126,0.965,1,True
9078,0.965,1,True
8634,0.965,1,True
2735,0.965,1,True
1163,0.965,1,True
3014,0.965,1,True
4842,0.965,1,True
7513,0.965,1,True
9611,0.965,1,True
6559,0.965,1,True
9160,0.965,1,True
6811,0.965,1,True
9120,0.965,1,True
7075,0.96,1,True
6694,0.96,1,True
2848,0.96,1,True
923,0.96,1,True
5087,0.96,1,True
553,0.96,1,True
9440,0.96,1,True
4766,0.96,1,True
5491,0.96,1,True
6674,0.96,1,True
1426,0.96,1,True
4643,0.96,1,True
3464,0.96,1,True
9070,0.96,1,True
3737,0.96,1,True
5284,0.955,1,True
1413,0.955,1,True
182,0.955,1,True
7704,0.955,1,True
8731,0.955,1,True
9602,0.955,1,True
6680,0.955,1,True
9635,0.955,1,True
9601,0.955,1,True
9650,0.955,1,True
7302,0.95,1,True
6969,0.95,1,True
5100,0.95,1,True
1708,0.95,1,True
3456,0.95,1,True
5025,0.95,1,True
8702,0.945,1,True
5677,0.94,1,True
8810,0.94,1,True
8944,0.94,1,True
9809,0.94,1,True
4070,0.94,1,True
9467,0.94,1,True
3926,0.94,1,True
7107,0.935,1,True
9854,0.935,1,True
4670,0.935,1,True
5776,0.935,1,True
6695,0.93,1,True
2634,0.93,1,True
9143,0.93,1,True
7392,0.925,1,True
6656,0.925,1,True
2066,0.925,1,True
6673,0.92,1,True
2971,0.92,1,True
9116,0.92,1,True
4624,0.915,1,True
6092,0.915,1,True
3691,0.915,1,True
2487,0.91,1,True
3974,0.91,1,True
4155,0.91,1,True
1703,0.905,1,True
7706,0.9,1,True
9089,0.9,1,True
9446,0.9,1,True
4001,0.895,1,True
3197,0.895,1,True
741,0.895,1,True
2607,0.89,1,True
7131,0.885,1,True
766,0.88,1,True
1751,0.875,1,True
508,0.875,1,True
5066,0.875,1,True
8282,0.87,1,True
6310,0.86,1,False
5145,0.855,1,True
2532,0.85,1,True
7270,0.85,1,True
7615,0.85,1,True
1284,0.85,1,True
7046,0.845,1,True
2014,0.845,1,True
5005,0.84,1,True
3147,0.835,1,True
6352,0.83,1,True
9273,0.825,1,True
7925,0.82,1,True
4951,0.82,1,True
9176,0.82,1,True
8151,0.81,1,True
8137,0.81,1,True
2121,0.81,1,True
1193,0.805,1,True
1224,0.805,1,True
4237,0.8,1,True
5389,0.8,1,False
8012,0.8,1,True
6223,0.785,1,True
9330,0.785,1,False
216,0.775,1,False
5696,0.775,1,True
9915,0.77,1,True
6399,0.765,1,True
9332,0.76,1,True
4363,0.75,1,False
6117,0.75,1,True
7324,0.745,1,False
6367,0.74,1,True
9329,0.735,1,True
6233,0.735,1,False
6256,0.725,1,True
8215,0.725,1,True
6091,0.725,1,True
2284,0.72,1,True
5315,0.72,1,True
1983,0.715,1,True
5240,0.71,1,False
6219,0.705,1,False
9288,0.695,1,True
7300,0.685,1,False
914,0.675,1,True
5300,0.67,1,False
8328,0.67,1,False
9386,0.67,1,False
4051,0.665,1,True
9271,0.66,1,True
9295,0.66,1,True
6314,0.66,1,False
9391,0.655,1,False
3364,0.655,1,True
9372,0.655,1,True
9256,0.65,1,True
8331,0.65,1,True
5342,0.65,1,False
6292,0.645,1,True
6323,0.64,1,False
3356,0.635,1,True
5391,0.635,1,False
6560,0.63,1,True
8330,0.615,1,False
5254,0.615,1,False
8393,0.61,1,False
6239,0.61,1,False
8265,0.61,1,False
5348,0.6,1,False
4272,0.595,1,False
8268,0.59,1,False
7297,0.59,1,True
6393,0.585,1,False
6264,0.585,1,False
5233,0.585,1,True
7284,0.58,1,True
1264,0.58,1,False
1281,0.575,1,True
9331,0.575,1,False
3227,0.57,1,True
5268,0.565,1,True
385,0.565,1,True
9369,0.56,1,False
9384,0.555,1,True
1027,0.55,1,True
3303,0.55,1,False
6259,0.55,1,True
4360,0.545,1,False
5311,0.545,1,False
6881,0.545,1,False
9323,0.545,1,False
4271,0.545,1,True
8394,0.545,1,True
4221,0.545,1,False
9393,0.54,1,True
8232,0.53,1,False
8250,0.53,1,True
4309,0.505,1,True
4273,0.505,1,True
8264,0.5,1,True
9352,0.5,1,False
8263,0.5,1,False
2304,0.5,1,True
6318,0.49,1,False
8221,0.485,1,True
9345,0.485,1,False
9237,0.48,1,False
3326,0.48,1,False
6357,0.475,1,False
1305,0.47,1,True
9276,0.47,1,False
9244,0.465,1,False
9342,0.465,1,False
9236,0.465,1,False
9358,0.45,1,True
6271,0.45,1,False
7339,0.445,1,False
9324,0.445,1,False
9255,0.44,1,False
8320,0.435,1,True
3228,0.435,1,False
8249,0.43,1,True
8638,0.41,1,False
7399,0.41,1,False
2387,0.405,1,False
7350,0.405,1,False
7371,0.4,1,False
8891,0.395,1,False
9201,0.395,1,True
272,0.39,1,False
2279,0.39,1,True
5304,0.39,1,True
4537,0.385,1,True
2278,0.385,1,False
2313,0.385,1,False
9866,0.375,1,False
9344,0.375,1,True
6373,0.375,1,False
7251,0.37,1,False
4203,0.365,1,False
6319,0.355,1,False
9279,0.35,1,True
9205,0.35,1,False
8728,0.345,1,False
6320,0.345,1,False
7205,0.34,1,False
9767,0.34,1,False
3502,0.335,1,True
2658,0.335,1,False
7306,0.33,1,False
7208,0.33,1,False
5295,0.325,1,True
9235,0.325,1,False
6213,0.325,1,True
9186,0.325,1,False
5249,0.325,1,True
2319,0.325,1,False
5316,0.32,1,False
2286,0.32,1,True
9248,0.32,1,False
9366,0.32,1,False
9210,0.31,1,False
8251,0.31,1,False
9267,0.31,1,False
7353,0.31,1,False
8349,0.31,1,False
8746,0.31,1,False
5260,0.305,1,False
8572,0.305,1,False
7365,0.3,1,True
8897,0.3,1,False
9385,0.29,1,False
7386,0.29,1,False
9326,0.29,1,False
7214,0.285,1,False
7342,0.28,1,False
8311,0.28,1,False
7043,0.275,1,False
9820,0.275,1,False
8366,0.275,1,True
2921,0.275,1,True
7335,0.27,1,False
8231,0.27,1,False
8345,0.265,1,False
5320,0.265,1,False
2362,0.26,1,False
6210,0.26,1,False
7340,0.26,1,False
4254,0.26,1,False
2292,0.26,1,False
9695,0.26,1,True
9524,0.26,1,False
8324,0.255,1,False
7818,0.255,1,False
8245,0.25,1,False
8360,0.25,1,False
234,0.25,1,False
1364,0.245,1,False
8780,0.245,1,False
9375,0.245,1,False
3715,0.235,1,False
9672,0.235,1,False
4299,0.23,1,False
1263,0.23,1,False
6397,0.225,1,False
3046,0.225,1,False
9225,0.225,1,False
9931,0.225,1,False
1351,0.22,1,True
4705,0.22,1,False
6627,0.22,1,True
4331,0.22,1,False
5065,0.22,1,False
265,0.215,1,False
1070,0.215,1,False
8710,0.215,1,False
3548,0.21,1,False
9285,0.21,1,False
7308,0.21,1,False
8212,0.21,1,False
6371,0.205,1,False
8015,0.205,1,True
7327,0.2,1,False
7206,0.2,1,False
2253,0.2,1,True
8496,0.2,1,False
9737,0.2,1,False
4404,0.2,1,False
8134,0.2,1,False
5333,0.2,1,False
5204,0.2,1,False
4326,0.195,1,False
8217,0.195,1,False
5386,0.19,1,False
2661,0.19,1,False
8531,0.19,1,False
8482,0.19,1,True
3588,0.19,1,False
9710,0.19,1,True
7446,0.19,1,False
9758,0.185,1,False
3982,0.185,1,False
4474,0.185,1,True
6620,0.185,1,False
7204,0.185,1,False
9135,0.18,1,False
5811,0.18,1,False
3672,0.18,1,False
5294,0.18,1,False
9862,0.18,1,False
8413,0.175,1,False
8803,0.175,1,False
4260,0.175,1,False
6630,0.175,1,False
9972,0.175,1,True
8021,0.175,1,False
6251,0.175,1,False
2062,0.17,1,False
8117,0.17,1,False
9538,0.17,1,False
9122,0.17,1,False
6846,0.17,1,False
40,0.17,1,False
6350,0.17,1,False
8791,0.165,1,False
3759,0.165,1,False
8247,0.165,1,False
7760,0.165,1,False
341,0.165,1,False
4844,0.16,1,False
6796,0.16,1,False
3761,0.16,1,True
5780,0.16,1,False
5200,0.16,1,False
1280,0.16,1,False
7236,0.16,1,False
274,0.155,1,False
6135,0.155,1,False
5317,0.155,1,False
4248,0.155,1,False
7059,0.155,1,False
8288,0.155,1,False
9006,0.155,1,True
7346,0.15,1,False
9103,0.15,1,False
4937,0.15,1,False
7246,0.15,1,False
3332,0.15,1,False
6293,0.15,1,False
8790,0.15,1,False
9200,0.15,1,False
1333,0.145,1,False
5277,0.145,1,False
9776,0.145,1,True
8729,0.145,1,False
6804,0.145,1,False
3233,0.145,1,False
3660,0.145,1,False
2289,0.145,1,False
2290,0.145,1,False
6291,0.145,1,False
4189,0.145,1,False
9459,0.145,1,True
8855,0.14,1,False
9193,0.14,1,False
9069,0.14,1,False
7451,0.14,1,False
4692,0.14,1,False
9014,0.14,1,False
8295,0.135,1,False
9731,0.135,1,False
9687,0.135,1,False
9595,0.135,1,True
9802,0.135,1,True
9211,0.135,1,False
2274,0.135,1,True
5229,0.13,1,False
8203,0.13,1,False
474,0.13,1,False
76,0.13,1,False
5263,0.13,1,True
7334,0.13,1,False
7362,0.125,1,False
6325,0.125,1,False
8274,0.125,1,False
2050,0.125,1,False
4356,0.125,1,False
6756,0.125,1,False
5255,0.125,1,False
3218,0.125,1,False
6368,0.12,1,False
9656,0.12,1,False
1404,0.12,1,False
5164,0.12,1,False
9937,0.12,1,False
5739,0.12,1,False
9675,0.12,1,False
8392,0.12,1,False
8785,0.12,1,False
3375,0.12,1,False
1277,0.12,1,False
2677,0.12,1,False
